"ra","dec","magnitude","class","z","x","y"
"162.96059","28.942443","22.62884","GALAXY","1.062864","-50.13004","118.631"
"163.05677","27.446167","22.63342","GALAXY","0.8377585","-32.28261","-207.1962"
"164.41303","27.856574","22.63491","GALAXY","0.8027173","229.0547","-116.7614"
"163.16315","27.226674","22.63802","GALAXY","1.131394","-11.74907","-255.1029"
"163.74574","28.101958","22.64339","GALAXY","1.203053","100.1868","-64.13084"
"162.87492","29.402397","22.64713","QSO","1.390289","-66.20454","218.9548"
"164.085","27.191274","22.64963","GALAXY","0.8278846","167.0437","-262.4781"
"163.36954","28.792811","22.65117","GALAXY","0.7288542","27.78316","85.98772"
"163.13976","28.363971","22.65185","GALAXY","0.8328086","-16.07921","-7.312223"
"162.85135","28.125544","22.65515","QSO","1.603513","-71.45733","-59.08109"
"163.92856","29.566194","22.67393","GALAXY","1.026138","133.6033","255.0846"
"163.67503","28.83486","22.6776","GALAXY","0.8109828","86.02413","95.31789"
"163.806","29.056062","22.67775","GALAXY","1.017395","110.8122","143.6382"
"163.3751","27.649978","22.68038","GALAXY","0.7841933","29.17795","-162.7617"
"163.77439","29.437436","22.68299","GALAXY","0.9003966","104.4584","226.7602"
"164.75835","28.847506","22.68312","GALAXY","0.8978639","293.0698","99.96303"
"164.04605","29.642246","22.68613","GALAXY","0.8724459","155.8475","271.9551"
"163.08917","27.926973","22.68831","GALAXY","1.115522","-25.88165","-102.393"
"163.18421","28.501831","22.69017","GALAXY","0.8269072","-7.565681","22.6584"
"164.57857","28.067676","22.69138","GALAXY","1.083846","260.4617","-70.44539"
"163.25005","28.109173","22.69234","GALAXY","0.7523485","5.03462","-62.73663"
"162.68999","27.908049","22.70008","QSO","0.8074394","-102.6834","-106.3443"
"163.38245","28.027296","22.70588","GALAXY","0.811255","30.46295","-80.54387"
"163.18239","29.271208","22.70783","GALAXY","0.7945485","-7.867435","190.2344"
"163.40166","28.551195","22.71187","GALAXY","0.8564008","33.97136","33.4188"
"164.28888","29.078521","22.72649","GALAXY","0.8450863","202.7752","149.2311"
"164.28893","28.780817","22.74053","GALAXY","0.9833257","203.3183","84.35537"
"164.6586","28.072398","22.74278","GALAXY","1.016845","275.8928","-69.25394"
"162.29041","27.318501","22.7431","GALAXY","0.7024093","-180.7722","-234.5376"
"163.56375","29.18348","22.74319","GALAXY","0.846946","64.62471","171.2092"
"164.67705","28.800117","22.74344","GALAXY","0.8118551","277.5598","89.40121"
"164.48345","29.077287","22.74391","GALAXY","0.8984292","239.9087","149.376"
"164.62811","28.995687","22.75759","GALAXY","0.9076691","267.7472","131.9367"
"163.63775","29.132185","22.77341","GALAXY","0.8273772","78.72868","160.078"
"162.3268","29.318019","22.77766","QSO","1.790925","-170.4026","201.1816"
"163.03463","29.446704","22.78407","GALAXY","1.023816","-35.88331","228.5401"
"162.82919","28.420414","22.78958","GALAXY","1.339874","-75.4864","5.082402"
"162.22564","28.234695","22.79101","GALAXY","0.8079587","-191.4925","-34.68305"
"163.07127","28.040335","22.79137","GALAXY","0.9508507","-29.28489","-77.70423"
"163.24512","29.164094","22.79836","GALAXY","0.9130307","4.051834","166.8772"
"164.05955","29.495165","22.80639","GALAXY","0.7638804","158.544","239.7612"
"163.42668","28.218068","22.81217","GALAXY","0.5165204","38.87484","-39.01931"
"163.49528","28.54917","22.81397","GALAXY","0.8635879","51.86036","33.01495"
"163.33627","28.522854","22.81869","GALAXY","0.7994175","21.48533","27.23869"
"164.1407","29.067868","22.83624","GALAXY","0.8153446","174.5512","146.6514"
"162.92517","29.170943","22.83829","GALAXY","0.8217466","-56.77702","168.456"
"163.1266","27.952892","22.84998","GALAXY","0.9751179","-18.68029","-96.75311"
"161.74947","28.395511","22.85055","GALAXY","0.7461857","-282.6266","1.278382"
"161.66267","27.833259","22.85318","GALAXY","0.8208926","-301.1368","-121.1656"
"162.47968","28.367627","22.85641","GALAXY","0.8333186","-142.5165","-6.085524"
"164.82964","28.737515","22.85655","GALAXY","0.7643664","307.062","76.1703"
"163.26195","27.915502","22.85704","GALAXY","0.8693993","7.333958","-104.9028"
"161.72072","28.354243","22.87264","GALAXY","0.8047342","-288.2773","-7.647857"
"163.46041","27.116886","22.89187","GALAXY","0.7392992","45.89924","-279.0767"
"163.36804","28.623169","22.89324","GALAXY","0.8593172","27.53271","49.06557"
"163.29138","28.533274","22.90142","GALAXY","0.9679285","12.90797","29.49797"
"162.13779","28.140224","22.91721","QSO","1.23382","-208.5588","-55.1174"
"163.69546","28.721999","22.92128","QSO","6.700045","90.00217","70.75866"
"161.7942","28.452785","22.9479","GALAXY","0.6027319","-273.8706","13.65514"
"162.85974","28.18769","22.95069","GALAXY","0.9814149","-69.80032","-45.5614"
"163.36437","27.746804","22.96926","GALAXY","1.003091","27.07896","-141.6552"
"162.89691","29.04837","22.98132","GALAXY","0.7366524","-62.21111","141.7531"
"161.95473","28.187814","22.99362","GALAXY","0.8201255","-243.6576","-44.41803"
"164.08226","28.77666","23.02388","GALAXY","0.8815464","163.8351","83.11486"
"163.14278","29.740542","23.03259","GALAXY","0.9349252","-15.33595","292.7271"
"164.26718","29.19475","23.03768","GALAXY","0.9904576","198.4457","174.5376"
"163.22551","28.809791","23.04162","GALAXY","0.8931961","0.3245799","89.6652"
"163.25469","27.13283","23.04938","GALAXY","0.721764","5.991229","-275.615"
"163.78517","29.52594","23.05523","GALAXY","0.8380786","106.4316","246.0963"
"162.48364","29.219921","23.05629","STAR","-0.000356396","-140.701","179.5496"
"163.45066","28.371861","23.12773","GALAXY","1.169447","43.40315","-5.564375"
"162.54446","27.545674","23.13186","GALAXY","0.3892244","-131.1929","-185.1968"
"162.93989","28.108303","23.15632","GALAXY","1.200589","-54.47392","-62.87253"
"162.61326","29.605432","23.1839","GALAXY","0.8165277","-115.6995","263.5464"
"163.77411","29.490543","23.20472","GALAXY","0.8764364","104.3615","238.3529"
"163.38127","28.431343","23.25048","GALAXY","0.8449016","30.10775","7.349209"
"163.84203","28.908396","23.26755","GALAXY","0.7264985","117.8186","111.5008"
"163.08971","29.20141","23.32093","QSO","6.376776","-25.487","175.031"
"164.43789","29.075637","23.32503","STAR","0.003804179","231.2095","148.9103"
"163.40712","28.150391","23.34326","GALAXY","0.4180441","35.15192","-53.74765"
"163.70689","29.498462","23.43195","GALAXY","1.023923","91.60362","240.0154"
"162.12426","27.515326","23.51472","GALAXY","0.7901219","-212.5273","-191.3265"
"163.4244","27.378676","23.5354","GALAXY","0.8830041","38.79875","-221.9098"
"164.16787","28.130202","23.6655","GALAXY","0.7618464","181.2867","-57.53388"
"163.28504","28.051062","23.68475","GALAXY","0.8694683","11.75463","-75.38266"
"162.83335","29.291357","23.71066","GALAXY","0.8277028","-74.16315","194.7679"
"164.11569","28.470953","23.74973","GALAXY","0.7949498","170.6942","16.591"
"163.36364","28.446216","23.75295","GALAXY","0.8309438","26.73275","10.57906"
"164.07274","28.410519","23.85766","GALAXY","1.334257","162.5548","3.373166"
"164.35826","28.53641","23.96267","GALAXY","1.089047","217.0553","31.24267"
"161.83341","27.636846","24.16772","GALAXY","0.3341674","-268.613","-164.368"
"163.13156","28.842076","24.1978","GALAXY","1.142862","-17.57961","96.70501"
"161.61308","27.946527","24.25677","QSO","1.16489","-310.3792","-96.33166"
"162.34897","28.006814","24.31365","QSO","0.01427462","-168.1832","-84.48934"
"163.18645","27.788274","24.90791","QSO","1.637607","-7.191992","-132.6256"
